kind,resid_rms,resid_offset,g_T,b_T,d_alpha_T_read,delta_T,g_H,b_H,d_alpha_H_read,delta_H,g_P,b_P,d_alpha_P_read,delta_P
random,1.9278242791985044e-07,1.1664220350474251e-06,1.0703643680941215,-0.000701938810382704,-2.587149172785997e-09,5.192024615949653e-10,1.1713847403394357,0.6616967116529697,4.1821294697584155e-09,-1.5127585782479053e-10,1.0423082416625082,-0.08242189048117911,2.3345022480769098e-09,-6.009275012690646e-11
random,1.9331766609211684e-07,1.1648809522333519e-06,1.0210650275460385,-0.6865438462363331,-3.6351272179957853e-09,-5.287755836148228e-10,1.0704434901654225,-2.168622694022175,4.091543364190378e-09,-2.41861963392828e-10,1.0061609404347494,0.12179429052662903,2.3915620482901215e-09,-3.0329499136947132e-12
random,1.9296064194076397e-07,1.164312164298749e-06,0.9920453336980498,0.05069875650527838,-2.9798862156587256e-09,1.264654187222369e-10,1.1600445288453782,0.7897305704850811,4.122115253503219e-09,-2.11290074079987e-10,0.9992556872006569,0.19657427191519836,2.4149729798801982e-09,2.0377981676381996e-11
random,1.9288181227008424e-07,1.1682992302508398e-06,1.1008483251543273,-0.21253966303319505,-2.7914370386150073e-09,3.149145957659552e-10,0.7678095928119043,-0.2783769147271017,4.888703735423749e-09,5.552984078405429e-10,1.0149742438742275,-0.12171587702027539,2.313558657391928e-09,-8.103634081188831e-11
random,1.9255504330130276e-07,1.1641447397789865e-06,1.0641524368368451,0.08590592670287603,-2.3730555360284086e-09,7.332960983525539e-10,0.899117063533651,2.341246841768786,4.605115639676406e-09,2.717103120931996e-10,1.02490268965359,-0.23513732986310037,2.3088384198113772e-09,-8.575657839243899e-11
random,1.9321629695022768e-07,1.164793501599781e-06,0.9682401282249404,-0.23632295906740683,-3.620238877425756e-09,-5.138872430447934e-10,0.7923739067742729,-0.44637441152906715,4.592718459432226e-09,2.593131318490201e-10,1.0413692075086363,-0.044396659631632585,2.2629911295776727e-09,-1.316038686261435e-10
random,1.926611669603204e-07,1.1626425983984206e-06,0.9727133309361684,0.38137929204435883,-2.6432838671168108e-09,4.6306776726415175e-10,1.032135272892111,3.050935805191882,4.33676608548994e-09,3.3607579067342098e-12,1.0265882147773115,-0.03646741667579225,2.3316446486949864e-09,-6.295034950882985e-11
random,1.928689346608321e-07,1.1664226093704657e-06,0.9710855930260499,0.763542808528402,-2.6860911504035948e-09,4.202604839773677e-10,1.1320509499805664,1.75650891011065,4.293419831143524e-09,-3.998549643968167e-11,0.9638104906626795,0.1910823152779103,2.4980063775073567e-09,1.034113793035405e-10
random,1.9282423447738375e-07,1.1618838901131135e-06,1.0320559138561025,-0.5831698162161395,-2.985961475757059e-09,1.203901586239037e-10,1.0535201143845445,1.1120850448117927,4.140636362452782e-09,-1.9276896513042424e-10,0.9537390944548322,0.02965744037369867,2.467946621508697e-09,7.335162330488075e-11
random,1.929091744132259e-07,1.166127113028267e-06,1.0760974913382935,-0.22437446188297502,-2.8352271050372283e-09,2.7112452934373424e-10,0.9748633392511272,-0.36973563218422945,4.413858391913847e-09,8.045306433064128e-11,0.9812116696761817,0.5183143236650871,2.4243967418225787e-09,2.98017436187625e-11
random,1.929568963193982e-07,1.1648602270359319e-06,1.0657830441910183,-0.4110790338509395,-2.9007646321173003e-09,2.0558700226366224e-10,1.3014044250926473,-0.6234152273071308,3.9646336947694145e-09,-3.6877163281379153e-10,0.9795024679123082,0.39672798244931984,2.4678384979704776e-09,7.324349976666137e-11
random,1.932405362373539e-07,1.1640300654460131e-06,0.9079578019210083,0.3109775777362127,-3.4461255872682286e-09,-3.3977395288726604e-10,1.1004720935358538,0.589214753206948,4.1491175354279685e-09,-1.8428779215523756e-10,0.9611509387156334,0.17042560098708687,2.497278620041518e-09,1.0268362183770198e-10
random,1.9311926984410374e-07,1.1611389442831479e-06,0.8898524583105306,0.08783567633454466,-3.6662458496518274e-09,-5.598942152708649e-10,0.7835265915778196,1.0940102127399542,4.558083446455519e-09,2.2467811887231294e-10,0.9713729287923737,0.3453046130294296,2.3833273013517093e-09,-1.126769685210689e-11
random,1.9280299108046027e-07,1.1615770158152849e-06,1.0365448670249924,-0.6768576378322351,-3.2184220710289838e-09,-1.1207043664802128e-10,0.7000900557700591,0.5992754379231594,4.7881493742626285e-09,4.5474404667942247e-10,1.0100476145679518,0.4682958676163108,2.2583971124050708e-09,-1.3619788579874544e-10
random,1.93034837380688e-07,1.1651967799878756e-06,0.9388583148309491,0.3988543534449977,-3.2183953552331835e-09,-1.1204372085222101e-10,0.7315031247356104,0.8469732523055861,4.923417486424667e-09,5.90012158841461e-10,1.040578866061448,0.050603213852199645,2.258010987871779e-09,-1.3658401033203716e-10
random,1.9291388898007064e-07,1.1685424416354566e-06,1.046332259650059,0.3585239500838498,-2.713430266361922e-09,3.929213680190406e-10,0.7211453346279306,0.4018379490175258,5.1259343465440465e-09,7.925290189608404e-10,0.9644218458010465,0.02680185790395015,2.4154365844199996e-09,2.084158621618342e-11
random,1.9301912554550745e-07,1.1696229905175417e-06,1.057339365394743,0.07113965817329458,-2.8511007696669222e-09,2.552508647140403e-10,1.2129277417320066,-1.2743719073151627,4.143781711875041e-09,-1.8962361570816513e-10,1.0222551649534766,-0.3411903260790426,2.3929797960265164e-09,-1.6152021772998047e-12
random,1.9327561558292323e-07,1.1664583289943972e-06,0.9463899503971643,0.2847169585005342,-3.314157238662169e-09,-2.0780560428120661e-10,1.2911987018145203,-0.584359691199235,3.993975909356443e-09,-3.394294182267628e-10,0.957741783167003,0.054500392052711184,2.5368108593971286e-09,1.4221586119331238e-10
random,1.9370644783538315e-07,1.166204875315724e-06,0.8929747164982935,0.17963225246398468,-3.9952138377504195e-09,-8.88862203369457e-10,1.1270893720117567,-1.789346088732187,4.070078829776013e-09,-2.633264978071933e-10,0.9612723805542043,-0.08939671487959854,2.5241472448820348e-09,1.2955224667821857e-10
random,1.9276418563850572e-07,1.1685583573137297e-06,1.1122585095594437,-0.12346927589397547,-2.498430120800366e-09,6.079215135805965e-10,1.1722681780122406,0.10465362379687684,4.197020979761651e-09,-1.3638434782155496e-10,1.0068688052887236,-0.6116878634733008,2.4013703124428892e-09,6.775314239073005e-12
random,1.9264992676024716e-07,1.1642481885775713e-06,1.104306677863528,-0.15453775544589865,-2.4145536153991785e-09,6.91798018981784e-10,1.0473100491223404,1.2481535491617195,4.343094927627345e-09,9.689600044139258e-12,1.0141556262445064,0.608420709887454,2.3607653834254964e-09,-3.382961477831985e-11
random,1.9330847091218096e-07,1.1646749323458808e-06,0.9177844157752917,0.09296094317526253,-3.6408315818970078e-09,-5.344799475160453e-10,0.9418059508902549,-0.04314714683947647,4.324969655744875e-09,-8.43567183833071e-12,0.9638805842391868,-0.1495782953054007,2.4607799917789772e-09,6.618499357516102e-11
random,1.9304765815336995e-07,1.1625017615628424e-06,0.9481010460938357,-0.1616761850115115,-3.3921717043681047e-09,-2.8582006998714215e-10,0.9562801303918299,0.8529093330767201,4.268201424511059e-09,-6.520390307214688e-11,1.012770348952738,-0.13769444991786278,2.3441089134120414e-09,-5.048608479177479e-11
